Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,0,458027449050,28.504,-0.624,0.066,37,0,28504,-624,66,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.554,-0.685,0.073,31,0,28554,-685,73,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.578,-0.747,0.08,35,0,28578,-747,80,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.606,-0.808,0.086,27,0,28606,-808,86,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.595,-0.869,0.092,29,0,28595,-869,92,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.663,-0.932,0.098,30,0,28663,-932,98,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.674,-0.993,0.104,35,0,28674,-993,104,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.745,-1.057,0.11,34,0,28745,-1057,110,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.761,-1.117,0.115,32,0,28761,-1117,115,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.799,-1.18,0.12,27,0,28799,-1180,120,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.777,-1.24,0.125,27,0,28777,-1240,125,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.798,-1.303,0.13,29,0,28798,-1303,130,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.862,-1.366,0.135,25,0,28862,-1366,135,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.898,-1.429,0.139,31,0,28898,-1429,139,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.86,-1.489,0.143,28,0,28860,-1489,143,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.936,-1.553,0.147,27,0,28936,-1553,147,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.942,-1.615,0.151,31,0,28942,-1615,151,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.908,-1.674,0.155,31,0,28908,-1674,155,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.964,-1.74,0.158,28,0,28964,-1740,158,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.957,-1.801,0.161,27,0,28957,-1801,161,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.925,-1.859,0.164,29,0,28925,-1859,164,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.993,-1.924,0.167,28,0,28993,-1924,167,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29,-1.986,0.17,30,0,29000,-1986,170,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.005,-2.047,0.172,34,0,29005,-2047,172,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.03,-2.109,0.175,28,0,29030,-2109,175,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.032,-2.17,0.177,28,0,29032,-2170,177,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.03,-2.23,0.178,30,0,29030,-2230,178,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.071,-2.295,0.18,30,0,29071,-2295,180,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.055,-2.353,0.181,35,0,29055,-2353,181,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.069,-2.417,0.183,29,0,29069,-2417,183,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.089,-2.479,0.184,28,0,29089,-2479,184,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.086,-2.538,0.185,28,0,29086,-2538,185,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.108,-2.601,0.185,27,0,29108,-2601,185,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.114,-2.663,0.186,26,0,29114,-2663,186,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.114,-2.724,0.186,28,0,29114,-2724,186,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.104,-2.784,0.186,28,0,29104,-2784,186,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.108,-2.845,0.186,29,0,29108,-2845,186,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.112,-2.906,0.186,29,0,29112,-2906,186,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.083,-2.964,0.185,26,0,29083,-2964,185,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.064,-3.021,0.184,25,0,29064,-3021,184,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,29.038,-3.079,0.183,25,0,29038,-3079,183,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.931,-3.127,0.181,29,0,28931,-3127,181,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.856,-3.179,0.18,29,0,28856,-3179,180,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.874,-3.71,0.16,34,0,28874,-3710,160,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.423,-3.448,0.143,9,0,26423,-3448,143,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.357,-3.493,0.14,34,0,26357,-3493,140,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.314,-3.539,0.136,46,0,26314,-3539,136,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.297,-3.589,0.133,44,0,26297,-3589,133,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.311,-3.644,0.13,44,0,26311,-3644,130,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.32,-3.697,0.126,44,0,26320,-3697,126,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,26.368,-3.757,0.123,8,0,26368,-3757,123,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.841,-4.167,0.13,15,0,28841,-4167,130,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,28.819,-4.221,0.125,13,0,28819,-4221,125,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.716,-3.669,0.103,1,0,24716,-3669,103,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.624,-3.704,0.099,13,0,24624,-3704,99,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.592,-3.749,0.095,16,0,24592,-3749,95,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.587,-3.796,0.09,17,0,24587,-3796,90,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.548,-3.839,0.085,19,0,24548,-3839,85,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.538,-3.885,0.081,18,0,24538,-3885,81,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.516,-3.93,0.076,19,0,24516,-3930,76,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.478,-3.971,0.071,17,0,24478,-3971,71,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.435,-4.011,0.066,18,0,24435,-4011,66,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.378,-4.049,0.06,19,0,24378,-4049,60,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.243,-4.073,0.055,28,0,24243,-4073,55,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.116,-4.098,0.049,43,0,24116,-4098,49,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.017,-4.127,0.043,52,0,24017,-4127,43,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.944,-4.16,0.037,53,0,23944,-4160,37,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.904,-4.198,0.031,58,0,23904,-4198,31,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.844,-4.232,0.026,61,0,23844,-4232,26,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.811,-4.272,0.02,47,0,23811,-4272,20,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.793,-4.313,0.014,14,0,23793,-4313,14,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.939,-4.385,0.007,3,0,23939,-4385,7,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,23.93,-5.162,-0.124,2,0,23930,-5162,-124,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.49,-5.326,-0.135,5,0,24490,-5326,-135,0,0,0
5,1,1,0,0x00000000,0,0,458027449050,24.476,-5.365,-0.143,5,0,24476,-5365,-143,0,0,0
5,1,1,0,0x00000000,0,0,458028448770,24.486,-5.409,-0.152,3,0,24486,-5409,-152,0,0,0
5,1,1,0,0x00000000,0,0,458028448770,24.522,-5.459,-0.161,2,0,24522,-5459,-161,0,0,0
5,1,1,0,0x00000000,0,0,458028448770,24.472,-5.489,-0.169,1,0,24472,-5489,-169,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.105,-2.854,-1.282,6,0,21105,-2854,-1282,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.154,-2.821,-1.271,5,0,21154,-2821,-1271,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.731,-2.407,-1.119,7,0,21731,-2407,-1119,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.765,-2.37,-1.104,6,0,21765,-2370,-1104,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.808,-2.334,-1.089,6,0,21808,-2334,-1089,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.869,-2.299,-1.075,6,0,21869,-2299,-1075,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.926,-2.264,-1.061,6,0,21926,-2264,-1061,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,21.974,-2.227,-1.046,5,0,21974,-2227,-1046,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.03,-2.191,-1.031,5,0,22030,-2191,-1031,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.083,-2.155,-1.016,5,0,22083,-2155,-1016,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.143,-2.119,-1.001,6,0,22143,-2119,-1001,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.207,-2.082,-0.986,5,0,22207,-2082,-986,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.246,-2.045,-0.969,6,0,22246,-2045,-969,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.305,-2.008,-0.953,6,0,22305,-2008,-953,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.344,-1.969,-0.936,5,0,22344,-1969,-936,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.411,-1.932,-0.919,6,0,22411,-1932,-919,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.442,-1.893,-0.902,5,0,22442,-1893,-902,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.51,-1.856,-0.885,6,0,22510,-1856,-885,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.554,-1.816,-0.867,6,0,22554,-1816,-867,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.618,-1.778,-0.849,6,0,22618,-1778,-849,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.648,-1.738,-0.831,8,0,22648,-1738,-831,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.712,-1.699,-0.812,6,0,22712,-1699,-812,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.754,-1.659,-0.793,5,0,22754,-1659,-793,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.814,-1.621,-0.775,4,0,22814,-1621,-775,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.88,-1.582,-0.756,4,0,22880,-1582,-756,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,22.955,-1.544,-0.738,5,0,22955,-1544,-738,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.033,-1.505,-0.719,4,0,23033,-1505,-719,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.082,-1.465,-0.699,5,0,23082,-1465,-699,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.151,-1.425,-0.679,4,0,23151,-1425,-679,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.264,-1.389,-0.66,5,0,23264,-1389,-660,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.338,-1.349,-0.64,4,0,23338,-1349,-640,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,23.421,-1.309,-0.62,3,0,23421,-1309,-620,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,25.738,-1.39,-0.656,33,0,25738,-1390,-656,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,25.814,-1.345,-0.633,38,0,25814,-1345,-633,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,25.942,-1.304,-0.61,34,0,25942,-1304,-610,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.007,-1.258,-0.586,38,0,26007,-1258,-586,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.098,-1.214,-0.562,36,0,26098,-1214,-562,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.186,-1.168,-0.537,33,0,26186,-1168,-537,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.247,-1.121,-0.512,40,0,26247,-1121,-512,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.359,-1.077,-0.488,41,0,26359,-1077,-488,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.494,-1.033,-0.463,33,0,26494,-1033,-463,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.607,-0.987,-0.437,33,0,26607,-987,-437,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.72,-0.942,-0.411,30,0,26720,-942,-411,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.818,-0.896,-0.385,37,0,26818,-896,-385,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,26.927,-0.849,-0.358,39,0,26927,-849,-358,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.009,-0.802,-0.331,39,0,27009,-802,-331,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.093,-0.754,-0.303,41,0,27093,-754,-303,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.182,-0.706,-0.275,38,0,27182,-706,-275,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.266,-0.658,-0.247,39,0,27266,-658,-247,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.382,-0.61,-0.218,36,0,27382,-610,-218,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.489,-0.562,-0.189,31,0,27489,-562,-189,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.635,-0.514,-0.16,38,0,27635,-514,-160,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.804,-0.466,-0.13,38,0,27804,-466,-130,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,27.945,-0.418,-0.1,42,0,27945,-418,-100,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.087,-0.368,-0.069,41,0,28087,-368,-69,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.232,-0.319,-0.038,34,0,28232,-319,-38,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.379,-0.269,-0.007,42,0,28379,-269,-7,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.498,-0.219,0.025,40,0,28498,-219,25,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.597,-0.167,0.057,40,0,28597,-167,57,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.73,-0.117,0.09,38,0,28730,-117,90,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,28.853,-0.065,0.123,38,0,28853,-65,123,0,0,0
5,1,1,0,0x00000000,0,0,458031449960,29.003,-0.015,0.156,30,0,29003,-15,156,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.162,0.037,0.191,41,0,29162,37,191,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.327,0.089,0.226,37,0,29327,89,226,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.486,0.143,0.263,42,0,29486,143,263,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.63,0.196,0.298,37,0,29630,196,298,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.757,0.249,0.334,32,0,29757,249,334,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,29.891,0.304,0.371,37,0,29891,304,371,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,30.064,0.359,0.409,33,0,30064,359,409,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,30.165,0.413,0.447,33,0,30165,413,447,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.278,0.359,0.372,6,0,23278,359,372,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.208,0.4,0.4,27,0,23208,400,400,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.162,0.44,0.427,33,0,23162,440,427,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.147,0.48,0.455,31,0,23147,480,455,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.126,0.52,0.482,31,0,23126,520,482,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.14,0.561,0.512,37,0,23140,561,512,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.161,0.601,0.54,31,0,23161,601,540,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,23.204,0.642,0.57,7,0,23204,642,570,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,31.909,0.938,0.823,33,0,31909,938,823,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,31.994,0.994,0.865,30,0,31994,994,865,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.055,1.05,0.906,28,0,32055,1050,906,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.096,1.106,0.947,34,0,32096,1106,947,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.146,1.163,0.989,37,0,32146,1163,989,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.22,1.22,1.032,41,0,32220,1220,1032,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.261,1.276,1.074,45,0,32261,1276,1074,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.269,1.33,1.115,39,0,32269,1330,1115,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.304,1.385,1.157,30,0,32304,1385,1157,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.292,1.438,1.198,31,0,32292,1438,1198,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.336,1.494,1.241,27,0,32336,1494,1241,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,32.553,1.559,1.292,21,0,32553,1559,1292,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.758,1.722,1.424,17,0,34758,1722,1424,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.832,1.783,1.472,18,0,34832,1783,1472,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.993,1.848,1.523,15,0,34993,1848,1523,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.488,1.932,1.591,14,0,35488,1932,1591,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.622,1.997,1.643,16,0,35622,1997,1643,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.624,2.055,1.69,14,0,35624,2055,1690,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.755,2.061,1.695,3,0,34755,2061,1695,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.762,2.117,1.741,2,0,34762,2117,1741,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.633,2.165,1.78,4,0,34633,2165,1780,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.69,2.224,1.829,4,0,34690,2224,1829,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.79,2.286,1.881,7,0,34790,2286,1881,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.844,2.344,1.929,8,0,34844,2344,1929,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.891,2.403,1.978,11,0,34891,2403,1978,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.985,2.464,2.031,9,0,34985,2464,2031,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.1,2.527,2.084,6,0,35100,2527,2084,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.138,2.584,2.133,8,0,35138,2584,2133,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,35.165,2.641,2.182,1,0,35165,2641,2182,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.539,2.622,2.171,9,0,33539,2622,2171,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.474,2.667,2.212,31,0,33474,2667,2212,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.457,2.716,2.255,18,0,33457,2716,2255,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.452,2.766,2.301,6,0,33452,2766,2301,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.52,3.073,2.58,9,0,33520,3073,2580,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.555,3.125,2.629,13,0,33555,3125,2629,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.615,3.179,2.68,16,0,33615,3179,2680,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.761,3.242,2.738,13,0,33761,3242,2738,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,33.863,3.3,2.793,9,0,33863,3300,2793,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.007,3.363,2.852,6,0,34007,3363,2852,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,34.122,3.424,2.909,4,0,34122,3424,2909,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,44.787,4.622,3.942,8,0,44787,4622,3942,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,45.211,4.728,4.041,8,0,45211,4728,4041,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,45.591,4.832,4.138,10,0,45591,4832,4138,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,46.053,4.945,4.244,10,0,46053,4945,4244,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,46.212,5.024,4.322,12,0,46212,5024,4322,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,46.348,5.102,4.399,16,0,46348,5102,4399,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.588,6.055,5.327,23,0,49588,6055,5327,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.339,6.209,5.477,18,0,50339,6209,5477,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.665,6.315,5.583,15,0,50665,6315,5583,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.773,6.393,5.665,5,0,50773,6393,5665,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.289,6.829,6.17,4,0,50289,6829,6170,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.126,6.866,6.218,12,0,50126,6866,6218,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.08,6.919,6.282,11,0,50080,6919,6282,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.005,6.968,6.342,6,0,50005,6968,6342,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,50.008,7.027,6.412,6,0,50008,7027,6412,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.948,7.076,6.472,9,0,49948,7076,6472,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.935,7.132,6.539,12,0,49935,7132,6539,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.911,7.186,6.605,11,0,49911,7186,6605,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.851,7.234,6.666,11,0,49851,7234,6666,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.787,7.28,6.726,10,0,49787,7280,6726,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.782,7.335,6.793,10,0,49782,7335,6793,0,0,0
5,1,1,0,0x00000000,0,0,458032450550,49.638,7.369,6.842,6,0,49638,7369,6842,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.498,7.402,6.889,7,0,49498,7402,6889,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.499,7.456,6.957,6,0,49499,7456,6957,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.49,7.508,7.023,6,0,49490,7508,7023,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.345,7.539,7.07,5,0,49345,7539,7070,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.402,7.601,7.146,6,0,49402,7601,7146,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.222,7.625,7.187,5,0,49222,7625,7187,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,49.202,7.673,7.25,5,0,49202,7673,7250,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,29.069,4.594,4.362,10,0,29069,4594,4362,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,29.028,4.617,4.394,7,0,29028,4617,4394,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,28.683,4.619,4.419,9,0,28683,4619,4419,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.466,2.992,2.87,1,0,18466,2992,2870,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.5,3.016,2.9,3,0,18500,3016,2900,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.488,3.032,2.923,2,0,18488,3032,2923,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.498,3.051,2.948,2,0,18498,3051,2948,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.393,3.051,2.956,2,0,18393,3051,2956,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.434,3.075,2.987,1,0,18434,3075,2987,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.431,3.092,3.011,1,0,18431,3092,3011,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.464,5.476,5.346,29,0,32464,5476,5346,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.421,5.498,5.381,17,0,32421,5498,5381,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.23,5.494,5.391,18,0,32230,5494,5391,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.106,5.503,5.412,15,0,32106,5503,5412,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.163,5.541,5.464,15,0,32163,5541,5464,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,32.138,5.564,5.5,17,0,32138,5564,5500,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,28.088,4.887,4.843,6,0,28088,4887,4843,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,28.103,4.913,4.882,16,0,28103,4913,4882,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,28.096,4.936,4.917,6,0,28096,4936,4917,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.566,3.292,3.296,3,0,18566,3292,3296,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.563,3.307,3.319,3,0,18563,3307,3319,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.549,3.32,3.339,9,0,18549,3320,3339,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.526,3.33,3.358,2,0,18526,3330,3358,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,27.897,5.037,5.092,1,0,27897,5037,5092,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,27.855,5.051,5.119,1,0,27855,5051,5119,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.979,3.498,3.582,2,0,18979,3498,3582,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,19.012,3.518,3.611,3,0,19012,3518,3611,0,0,0
5,1,1,0,0x00000000,0,0,458033450510,18.998,3.529,3.631,3,0,18998,3529,3631,0,0,0
